Name,Typ,land,Branche,Stage,Linkedin,Twitter
Data Point Capital,VC - Small fund,United States,Internet,"Early Stage Venture, Seed",,
Defy Partners,VC - Small fund,United States,"Financial Services, Technology",Early Stage Venture,,
Designer Fund,VC - Small fund,United States,Diversified,Start-up,,
Detroit Venture Partners,VC - Small fund,United States,"Technology, High-Tech, Software, Digital Media, IT Security","Early Stage Venture, Seed",,
DHVC,VC - Small fund,United States,"Technology, Telecoms, IT, High-Tech, Software, Internet, Computer Services, Medical Devices, Materials","Early Stage Venture, Late Stage Venture, Seed",,
Digital Currency Group,VC - Small fund,United States,"Technology, Financial Services, Software, IT Security, IT Infrastructure","Early Stage Venture, Late Stage Venture, Seed",,
Divergent Ventures,VC - Small fund,United States,"Big Data, Cloud Computing, Storage","Early Stage Venture, Late Stage Venture, Seed",,
Diversis Capital,VC - Small fund,United States,"Business Services, Clean Technology, Consumer Discretionary, Diversified, Energy and Utilities, Food and Agriculture, Healthcare, Industrials, Information Technology, Materials, Real Estate, Telecoms, Media, and Communications","Buyout, Distressed Debt, Growth, Special Situations, Spin-Offs, Succession, Turnaround",,
DominateFund,VC - Small fund,United States,"Technology, Media, Marketing, Digital Media, Telecom Media",Seed,,
Donovan Ventures,VC - Small fund,United States,"Oil & Gas, Energy",Early Stage Venture,,
Dorm Room Fund,VC - Small fund,United States,"Hardware, AI, Healthcare, E-Commerce, Enterprise, FoodTech, CleanTech, EdTech, Sports",Seed,,
Dot Capital Corp,VC - Small fund,United States,"Software, Internet, Digital Media, IT Infrastructure","Early Stage Venture, Late Stage Venture",,
Draft VC,VC - Small fund,United States,"Consumer Discretionary, Information Technology, Telecoms, Media, and Communications","Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Draper Nexus Ventures,VC - Small fund,United States,"IT, Internet, Clean Technology, IT Security, IT Infrastructure","Early Stage Venture, Seed",,
Dream Machine,VC - Small fund,United States,"Business Services, Consumer Discretionary, Information Technology, Telecoms, Media, and Communications","Early Stage, Early Stage: Seed",,
DRK Foundation,VC - Small fund,United States,Technology,Venture (General),,
Dundee Venture Capital,VC - Small fund,United States,"Technology, Software, Internet, Business Services, Marketing","Early Stage Venture, Seed",,
Dynamo,VC - Small fund,United States,"Technology, Supply Chain, Transportation, Industrials",Early Stage,,
E14 Fund,VC - Small fund,United States,"Consumer Discretionary, Healthcare, Information Technology","Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Early Impact Ventures,VC - Small fund,United States,Food and Agriculture,"Early Stage, Early Stage: Seed",,
Ecosystem Integrity Fund,VC - Small fund,United States,"Technology, Environmental Services, Agriculture, Chemicals, Energy, Timber, Food, Natural Resources, Clean Technology, Renewable Energy, Shipping","Early Stage Venture, Late Stage Venture",,
EES Ventures,VC - Small fund,United States,"Energy, Clean Technology","Early Stage Venture, Seed",,
Ekistic Ventures,VC - Small fund,United States,"Healthcare, Consumer Services, Transportation, Infrastructure, Food","Early Stage Venture, Seed",,
eLab VC,VC - Small fund,United States,Technology,Early Stage Venture,,
Elefund,VC - Small fund,United States,"Business Services, Diversified, Energy and Utilities, Information Technology",Early Stage Venture,,
Elementum Ventures,VC - Small fund,United States,"Diversified, Information Technology","Early Stage, Venture (General)",,
Elephant,VC - Small fund,United States,"IT, Software, Internet, IT Security, Gaming","Early Stage Venture, Seed",,
Embark Ventures,VC - Small fund,United States,"Technology, High-Tech, IT Security","Early Stage Venture, Seed",,
Emergent Ventures,VC - Small fund,United States,"Technology, Enterprise, Supply Chain",Seed,,
Endure Capital,VC - Small fund,United States,"Transportation, Cross Border Commerce, Digital Health, Block Chain, AI","Early Stage Venture, Seed",,
Energy Innovation Capital,VC - Small fund,United States,"Clean Technology, Energy and Utilities, Information Technology, Materials","Growth, Natural Resources, Venture (General)",,
Engineering Capital,VC - Small fund,United States,"Technology, IT",Seed,,
Exponent,VC - Small fund,United States,"Healthcare, Information Technology, Telecoms, Media, and Communications",Early Stage,,
ExSight Ventures,VC - Small fund,United States,"Pharmaceuticals, Healthcare, Life Sciences, Biotechnology, Medical Instruments, Biomedical, Medical Devices, Medical Technologies, Predictive Medicine, Healthcare IT",Early Stage Venture,,
Falcon Edge Capital,VC - Small fund,United States,"Media, Digital Media",Public Equity,,
FAN Fund,VC - Small fund,United States,"Technology, IT, Life Sciences, High-Tech, Software, Medical Instruments, Education / Training, Infrastructure, Business Services, Medical Devices, Medical Technologies, IT Security, Gaming","Early Stage Venture, Seed",,
Fathom Capital,VC - Small fund,United States,"Diversified, Information Technology",Venture (General),,
Fearless Ventures,VC - Small fund,United States,Diversified,Venture (General),,
Female Founders Fund,VC - Small fund,United States,"Technology, Retail, Media, Internet, Advertising","Early Stage Venture, Seed",,
ff Venture Capital,VC - Small fund,United States,"Cybersecurity, AI, Machine Learning, Enterprise Cloud Software, Crowdfunding","Debt, Early Stage Venture, Late Stage Venture, Seed",,
Fifth Season Ventures,VC - Small fund,United States,"Environmental Services, Clean Technology, Renewable Energy",Early Stage Venture,,
Fika Ventures,VC - Small fund,United States,Tech,Seed,,
Firebolt Ventures,VC - Small fund,United States,"Diversified, Healthcare, Information Technology, Telecoms, Media, and Communications","Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Firebrand Ventures,VC - Small fund,United States,Software,"Early Stage Venture, Seed",,
FireStarter Fund,VC - Small fund,United States,"Retail, Consumer Services, Software, Internet, Marketing, Digital Media, Telecom Media","Early Stage Venture, Seed",,
First Access Fund,VC - Small fund,United States,"Big Data, Emerging Markets, Finance,Financial Services, FinTech, Mobile,Predictive Analytics","Venture Debt, Venture Debt, Series A/Round 1",,
First Star Ventures,VC - Small fund,United States,"Technology, IT, High-Tech, Software, Internet, IT Security, IT Infrastructure","Early Stage Venture, Seed",,
Firstrock Capital,VC - Small fund,United States,"Consumer Products, Internet","Early Stage Venture, Seed",,
Fitz Gate Ventures,VC - Small fund,United States,Diversified,"Early Stage Venture, Seed",,
FJ Labs,VC - Small fund,United States,"Consumer Products, Consumer Services","Early Stage Venture, Seed",,
Flashpoint,VC - Small fund,United States,Technology,"Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Flight Ventures,VC - Small fund,United States,Diversified,"Early Stage Venture, Late Stage Venture, Seed",,
Flybridge Capital Partners,VC - Small fund,United States,Technology,"Early Stage Venture, Seed",,
Foley Ventures,VC - Small fund,United States,Diversified,Early Stage Venture,,
Forté Ventures,VC - Small fund,United States,"Technology, Telecoms, IT, High-Tech, Information Services, Marketing, Digital Media, Healthcare IT, IT Security, Telecom Media, Advertising","Early Stage Venture, Late Stage Venture, Seed",,
Founder Collective,VC - Small fund,United States,"Advertising, E-Commerce, Hardware, Health Care, Internet of Things, Marketplace, Mobile, SaaS, Software",Seed,,
Founder Equity,VC - Small fund,United States,Technology,"Early Stage Venture, Seed",,
Founders Co-Op,VC - Small fund,United States,"Information Technology, Telecoms, Media, and Communications","Early Stage: Seed, Early Stage: Start-up",,
Freestyle Capital,VC - Small fund,United States,"Internet, Software, Technology","Early Stage Venture, Seed",,
Frontcourt Ventures,VC - Small fund,United States,"Healthcare, Diversified",Middle Innings' of Company Growth,,
Frontier Ventures,VC - Small fund,United States,"Internet, Digital Media","Early Stage Venture, Seed",,
Frost Data Capital,VC - Small fund,United States,"Technology, IT, Software, Healthcare IT","Early Stage Venture, Seed",,
Fuel Capital,VC - Small fund,United States,"Consumer, SaaS, and Cloud Infrastructure","Early Stage Venture, Seed",,
Fung Capital,VC - Small fund,United States,"Technology, Supply Chain","Early Stage Venture, Late Stage Venture",,
Fusion Fund,VC - Small fund,United States,"Technology, Telecoms, Healthcare, Transportation, Manufacturing, Media, Financial Services, Engineering, IT, High-Tech, Software, Electronics, Hardware, Semiconductors, Medical Devices, Medical Technologies, Nanotechnology, Clean Technology, Renewable Energy, Healthcare IT, IT Infrastructure, Materials","Early Stage Venture, Seed",,
Future Perfect Ventures,VC - Small fund,United States,"Business Services, Consumer Discretionary, Healthcare, Information Technology, Telecoms, Media, and Communications",Early Stage,,
Fyrfly VC,VC - Small fund,United States,Information Technology,"Early Stage, Early Stage: Seed, Early Stage: Start-up",,
G Squared,VC - Small fund,United States,"IT, Biotechnology, Energy, Clean Technology",Late Stage Venture,,
G20 Ventures,VC - Small fund,United States,"Technology, IT, Software, IT Infrastructure","Early Stage Venture, Seed",,
Galvanize (aka Upslope Ventures),VC - Small fund,United States,"Technology, IT, Diversified, Digital Media","Early Stage Venture, Seed",,
Gelt VC,VC - Small fund,United States,Art,Seed,,
gener8tor,VC - Small fund,United States,"Technology, IT, Software, Hardware","Early Stage Venture, Seed",,
Genoa Ventures,VC - Small fund,United States,"Biotechnology, Life Science",Early Stage,,
Glasswing Ventures,VC - Small fund,United States,"AI, Technology, Automation",Venture (General),,
Go VC,VC - Small fund,United States,"Diversified, Information Technology","Early Stage, Early Stage: Start-up",,
GoAhead Ventures,VC - Small fund,United States,Diversified,"Early Stage Venture, Seed",,
GoodAI,VC - Small fund,United States,Information Technology,Venture (General),,
Govtech Fund,VC - Small fund,United States,"IT, Software, Hardware","Early Stage Venture, Late Stage Venture, Seed",,
GPB Capital,VC - Small fund,United States,"Industrial, Diversified","Buyout, Co-Investment, Expansion / Late Stage, Growth, Special Situations",,
Great North Labs and Great North Capital Fund,VC - Small fund,United States,Technology,Early Stage,,
Green Bay Advisors,VC - Small fund,United States,"Technology, Life Sciences, Energy","Early Stage Venture, Late Stage Venture, Seed",,
GritLabs,VC - Small fund,United States,"Business Services, Food and Agriculture, Healthcare, Industrials, Information Technology","Early Stage, Early Stage: Seed, Early Stage: Start-up",,
GrowthX,VC - Small fund,United States,Diversified,Seed,,
Hackers/Founders,VC - Small fund,United States,"Consulting Services, Software, Technology","Crowdfunding, Debt, Early Stage Venture, Private Equity, Seed",,
Halogen Ventures,VC - Small fund,United States,"Consumer Products, Consumer Services","Early Stage Venture, Seed",,
Hangar Ventures,VC - Small fund,United States,"Technology, Security, AI, Healthcare, Government",Early Stage Ventures,,
Hanover Capital,VC - Small fund,United States,Technology,"Early Stage Venture, Seed",,
Happiness Ventures,VC - Small fund,United States,Technology,"Early Stage Venture, Seed",,
Harbor Pacific Capital,VC - Small fund,United States,"Technology, Consumer Products, Retail, Distribution, Consumer Services, Electronics, Internet, Education / Training, Entertainment, Digital Media, Clean Technology, Wireless","Early Stage Venture, Late Stage Venture, Seed",,
Hardware Club,VC - Small fund,United States,Hardware,"Early Stage Venture, Seed",,
Harrison Metal,VC - Small fund,United States,Technology,Early Stage Venture,,
Haystack Fund,VC - Small fund,United States,"Consumer Services, Software, Internet","Early Stage Venture, Seed",,
Healthfundr,VC - Small fund,United States,"Healthcare, Technology, Internet, Security",Early Stage Venture,,
HealthInvest Equity Partners,VC - Small fund,United States,Healthcare,"Seed, Early Stage, Expansion Stage, Late Stage",,
HealthX Ventures,VC - Small fund,United States,"Healthcare, Software, Healthcare IT","Early Stage Venture, Seed",,
Healthy Ventures,VC - Small fund,United States,"Technology, Healthcare, Software, Healthcare IT","Early Stage Venture, Seed",,
Heartland Ventures,VC - Small fund,United States,"Consumer Discretionary, Industrials, Information Technology","Early Stage, Early Stage: Start-up",,
Heavybit,VC - Small fund,United States,"Cloud Infrastructure, Developer Tools, APIs","Early Stage Venture, Seed",,
Hemi Ventures,VC - Small fund,United States,"Autonomous Vehicles, Artificial Intelligence Applications, Biotech.",Early Stage Venture,,
Heroic Ventures,VC - Small fund,United States,Diversified,"Early Stage Venture, Seed",,
High Alpha,VC - Small fund,United States,"IT, Internet, Business Services, Wireless","Early Stage Venture, Seed",,
Highlander Fund,VC - Small fund,United States,"AgTech, Water, Enterprise SaaS",Early Stage Venture,,
Hinge Capital,VC - Small fund,United States,"Technology, Telecoms, High-Tech, Internet, Digital Media, Telecom Media","Early Stage Venture, Late Stage Venture, Seed",,
Homebrew,VC - Small fund,United States,"Technology, IT, Internet","Early Stage Venture, Seed",,
House Fund,VC - Small fund,United States,"Consumer Discretionary, Diversified, Healthcare, Information Technology, Telecoms, Media, and Communications","Early Stage: Seed, Early Stage: Start-up",,
Human Ventures,VC - Small fund,United States,Technology,Seed,,
Huron River Ventures,VC - Small fund,United States,"Engineering, Software, Energy, Power, Clean Technology, Renewable Energy, Materials","Early Stage Venture, Seed",,
Hustle Fund,VC - Small fund,United States,Technology,Seed,,
Hyde Park Venture Partners,VC - Small fund,United States,"Technology, Business Services, Healthcare IT","Debt, Early Stage Venture, Late Stage Venture, Seed",,
I2A Fund,VC - Small fund,United States,Technology,"Debt, Early Stage Venture, Late Stage Venture, Seed",,
ID Ventures Ameriva,VC - Small fund,United States,"Technology, Diversified","Early Stage Venture, Late Stage Venture, Private Equity",,
iFly.vc,VC - Small fund,United States,"Technology, Commerce","Early Stage Venture, Seed",,
Ignite Farm,VC - Small fund,United States,"Consumer Products, Consumer Services, Food, Digital Media, Gaming","Early Stage Venture, Seed",,
Illinois Ventures,VC - Small fund,United States,"Technology, Research","Early Stage Venture, Late Stage Venture, Seed",,
Illuminate Ventures,VC - Small fund,United States,"Analytics, Big Data, Cloud Computing, Enterprise Software, Mobile, SaaS","Early Stage Venture, Seed",,
Imaginary Ventures,VC - Small fund,United States,"Technology, Consumer Products, Retail, Internet",Early Stage Venture,,
Impact America Fund,VC - Small fund,United States,"Technology, Healthcare, Financial Services, Software, Education / Training","Early Stage Venture, Seed",,
Impact Venture Capital,VC - Small fund,United States,"Business Services, Consumer Discretionary, Food and Agriculture, Healthcare, Industrials, Information Technology, Telecoms, Media, and Communication","Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Inception Sciences,VC - Small fund,United States,"Pharmaceuticals, Healthcare",Venture (General),,
InCube Ventures,VC - Small fund,United States,Healthcare,"Early Stage, Early Stage: Seed, Early Stage: Start-up, Expansion / Late Stage, Venture (General)",,
IncWell,VC - Small fund,United States,"Technology, Healthcare, Consumer Products, Industrial, Manufacturing, Software, Medical Devices, Clean Technology","Early Stage Venture, Seed",,
Indicator Ventures,VC - Small fund,United States,Media,"Early Stage Venture, Seed",,
Indie.vc,VC - Small fund,United States,"Finance, Diversified",Seed,,
IndusAge Partners,VC - Small fund,United States,"Technology, Telecoms, Healthcare, Financial Services, IT, Internet, Education / Training, Clean Technology","Early Stage Venture, Seed",,
Infinite Road Capital,VC - Small fund,United States,"Business Services, Consumer Discretionary, Diversified, Information Technology","Early Stage, Early Stage: Seed",,
Inner Loop Capital,VC - Small fund,United States,Cybersecurity,Seed,,
InSite Partners,VC - Small fund,United States,"Telecom, Nanotechnology, MEMS, Battery Technology, Optical, Semiconductor, Biotech, Data Analytics, Software, Solar, Wind, Life Sciences",Early Stage Venture,,
Inspiration Ventures,VC - Small fund,United States,"Information Technology, Telecoms, Media, and Communications",Early Stage: Seed,,
Interlock Partners,VC - Small fund,United States,"Technology, Digital Media, Aerial Data/Analytics, Education, FinTech",Early Stage Venture,,
Inventures,VC - Small fund,United States,"Healthcare, Financial Services, Environmental Services, Diversified, Education / Training, Business Services","Early Stage Venture, Seed",,
Inventus Capital Partners,VC - Small fund,United States,"Technology, Consumer Services, Diversified","Early Stage Venture, Late Stage Venture, Seed",,
iResearch Capital,VC - Small fund,United States,"Healthcare, Consumer Products, Consumer Services, Internet, Entertainment, Business Services","Early Stage, Early Stage: Seed, Early Stage: Start-up, Expansion / Late Stage, Venture (General)",,
iSeed Ventures,VC - Small fund,United States,"Consumer Discretionary, Healthcare, Information Technology, Telecoms, Media, and Communications","Early Stage, Early Stage: Seed, Early Stage: Start-up",,
"ITR VENTURES, LLC",VC - Small fund,United States,"Digital Consumer Services, Digital Enterprise","Early Stage Venture, Seed",,
JANVEST Capital Partners,VC - Small fund,United States,Information Technology,"Early Stage Venture, Seed",,
K5 Ventures,VC - Small fund,United States,Technology,"Crowdfunding, Early Stage Venture, Private Equity, Seed",,
K9 Ventures,VC - Small fund,United States,Technology,"Early Stage Venture, Seed",,
Kairos VC,VC - Small fund,United States,"Artificial Intelligence, Computer Vision, Developer APIs, Enterprise Software, Facial Recognition, Machine Learning, Mobile, SaaS, Software",Early Stage Venture,,
Kairos Ventures,VC - Small fund,United States,Diversified,Early Stage,,
Karlani Capital,VC - Small fund,United States,"Technology, Telecoms, Retail, Financial Services, Internet, Telecom Media, Advertising","Buyout, Early Stage, Early Stage: Start-up",,
KdT Ventures,VC - Small fund,United States,"Clean Technology, Food and Agriculture, Healthcare, Industrials, Information Technology, Materials","Early Stage, Early Stage: Seed",,
KEC Ventures,VC - Small fund,United States,Diversified,"Balanced, Early Stage, Early Stage: Seed, Early Stage: Start-up, Expansion / Late Stage, pre-IPO, Venture (General)",,
Keiretsu Capital,VC - Small fund,United States,Technology,"Co-Investment, Early Stage, Early Stage: Seed, Early Stage: Start-up, Expansion / Late Stage, Real Estate, Real Estate Fund of Funds, Spin-Offs, Venture (General)",,
Kepha Partners,VC - Small fund,United States,"Advertising, Consumer, FinTech, SaaS, Security","Early Stage Venture, Late Stage Venture, Seed",,
Kickstart Seed Fund,VC - Small fund,United States,"Technology, Life Science","Early Stage Venture, Late Stage Venture, Seed",,
KiloWatt,VC - Small fund,United States,Technology,Venture (General),,
Kiwi Venture Partners,VC - Small fund,United States,Technology,"Early Stage, Early Stage: Seed, Early Stage: Start-up, Venture (General)",,
Kokopelli Capital,VC - Small fund,United States,Diversified,"Early Stage, Early Stage: Seed, Early Stage: Start-up",,
L2 Capital,VC - Small fund,United States,"Business Services, Clean Technology, Consumer Discretionary, Industrials, Information Technology","Buyout, Growth",,
Laconia Capital Group,VC - Small fund,United States,B2B software (sector-agnostic within b2b),Early Stage,,
Lakehouse,VC - Small fund,United States,Technology,Early Stage,,
Lamp Post Group,VC - Small fund,United States,"Transportation, Logistics","Early Stage, Early Stage: Start-up",,
Las Olas Venture Capital,VC - Small fund,United States,"Technology, Financial Services, High-Tech, Software, Hardware, Education / Training, Healthcare IT, IT Security, IT Infrastructure","Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Launchpad Digital Health,VC - Small fund,United States,"Health Care, Information Technology, Mobile",Seed,,
Lavrock Ventures,VC - Small fund,United States,"Technology, Software, Defense, Business Services, IT Security",Early Stage: Start-up,,
LDV Capital,VC - Small fund,United States,"Technology, IT, Software, Hardware","Early Stage, Early Stage: Start-up",,
Leap Global Partners,VC - Small fund,United States,"Business Services, Consumer Discretionary, Diversified, Healthcare, Information Technology, Telecoms, Media, and Communications","Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Lemnos Labs,VC - Small fund,United States,"Software, Hardware","Early Stage: Seed, Early Stage: Start-up",,
Liberation Capital,VC - Small fund,United States,Clean Technology,"Buyout, Early Stage: Start-up, Expansion / Late Stage, Growth, Natural Resources",,
Liberty City Ventures,VC - Small fund,United States,"Business Services, Consumer Discretionary, Diversified, Information Technology, Telecoms, Media, and Communication","Early Stage, Early Stage: Seed, Early Stage: Start-up",,
LifeForce Capital,VC - Small fund,United States,"Diversified, Healthcare","Early Stage, Early Stage: Seed",,
Linse Capital,VC - Small fund,United States,Transportation,Expansion / Late Stage,,
Liquid 2 Ventures,VC - Small fund,United States,Diversified,"Early Stage: Seed, Early Stage: Start-up, Venture (General)",,
Listen Ventures,VC - Small fund,United States,Consumer Brands,"Early Stage Venture, Seed",,
LiveOak Venture Partners,VC - Small fund,United States,"Business Services, Information Technology","Early Stage, Early Stage: Seed, Early Stage: Start-up, Expansion / Late Stage, Venture (General)",,
Longwood Fund,VC - Small fund,United States,Biotechnology,"Buyout, Early Stage: Seed, Early Stage: Start-up, Management Buyout, Recapitalisation, Venture (General)",,
Loup Ventures,VC - Small fund,United States,"Technology, IT, High-Tech, Software, Internet, Gaming",Early Stage,,
Lowercase Capital,VC - Small fund,United States,"Wireless, Media, Commerce, Infrastructure, Energy, Transportation","Early Stage Venture, Late Stage Venture, Seed",,
Ludlow Ventures,VC - Small fund,United States,"Consumer Products, Consumer Services, Hardware, Business Services","Early Stage, Early Stage: Seed, Early Stage: Start-up, Venture (General)",,
Lumia Capital,VC - Small fund,United States,"Business Services, Consumer Discretionary, Food and Agriculture, Healthcare, Industrials, Information Technology, Telecoms, Media, and Communications","Early Stage, Early Stage: Seed, Early Stage: Start-up, Expansion / Late Stage",,
Luminari Capital,VC - Small fund,United States,"Digital Media, Technology","Early Stage Venture, Late Stage Venture, Seed",,
M25 Group,VC - Small fund,United States,"Healthcare, Consumer Products, Retail, Consumer Services, Media, Financial Services, Diversified, Business Services, Telecom Media","Early Stage, Early Stage: Seed, Early Stage: Start-up, Venture (General)",,
Maiden Lane,VC - Small fund,United States,Education,Seed,,
MainLine Investment Partners,VC - Small fund,United States,Diversified,"Buyout, Early Stage, Growth, Venture (General)",,
Manifest Growth,VC - Small fund,United States,"Advertising, Business Services, High-Tech, Internet, Marketing, Software, Technology","Early Stage, Expansion / Late Stage, Growth, Venture (General)",,
Marcy VP,VC - Small fund,United States,Diversified,"Early Stage Venture, Seed",,
Mark 2 Capital,VC - Small fund,United States,"Business Services, Information Technology",Venture Debt,,
Marker,VC - Small fund,United States,Diversified,"Early Stage Venture, Late Stage Venture, Seed",,
Material Impact Fund,VC - Small fund,United States,Technology,Venture (General),,
Math Venture Partners (MVP),VC - Small fund,United States,"Technology, Food, Diversified","Early Stage Venture, Seed",,
Matter,VC - Small fund,United States,Media,"Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Maven Ventures,VC - Small fund,United States,"Technology, Telecoms, Consumer Products, Consumer Services, Internet, Digital Media","Early Stage: Seed, Early Stage: Start-up",,
Maxfield Capital,VC - Small fund,United States,"Technology, IT, Software, Internet","Early Stage, Early Stage: Seed",,
McCune Capital,VC - Small fund,United States,"Technology, Industrial, Distribution, Transportation, Manufacturing, Construction, Media, High-Tech, Software, Logistics, Infrastructure, Clean Technology, Shipping, Property","Early Stage, Early Stage: Seed",,
MedMen,VC - Small fund,United States,"Pharmaceuticals, Healthcare, Agriculture",Venture (General),,
MentorTech Ventures,VC - Small fund,United States,"Healthcare, Information Technology, Materials, Telecoms, Media, and Communications","Early Stage, Early Stage: Seed, Venture (General)",,
MESA+,VC - Small fund,United States,"Business Services, Consumer Discretionary, Information Technology, Telecoms, Media, and Communications","Early Stage, Early Stage: Seed, Early Stage: Start-up, Venture (General)",,
MHS Capital,VC - Small fund,United States,"Technology, Software, Internet","Early Stage Venture, Late Stage Venture, Seed",,
Michigan Angel Fund,VC - Small fund,United States,"Manufacturing, IT, Life Sciences, Clean Technology","Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Mighty Capital,VC - Small fund,United States,"Technology, Healthcare, Consumer Services, Diversified",Venture (General),,
Militello Capital,VC - Small fund,United States,"Technology, IT, High-Tech, Software, Internet, Computer Services, Digital Media, Network","Early Stage, Early Stage: Seed, Venture (General)",,
Mindset Ventures,VC - Small fund,United States,"Technology, Healthcare, Financial Services, Agriculture, Education / Training, Healthcare IT, IT Security","Co-Investment, Early Stage, Early Stage: Seed, Early Stage: Start-up, Expansion / Late Stage, Growth, Venture (General)",,
Miramar,VC - Small fund,United States,"Medical Devices, Healthcare","Series B/Round 2, Venture Debt, Venture Debt, Series C/Round 3, Venture Debt, Series D/Round 4, Unspecified Round, Venture Debt, PIPE",,
MissionOG,VC - Small fund,United States,"Technology, Software","Early Stage, Early Stage: Start-up, Expansion / Late Stage, Growth, Venture (General)",,
Moderne Ventures,VC - Small fund,United States,"Technology, Construction, Media, Financial Services, IT, Internet, Information Services, Business Services, Marketing, Digital Media, Insurance, Property, Hotels and Offices","Early Stage, Early Stage: Start-up",,
Moment Ventures,VC - Small fund,United States,"Artificial Intelligence, Information Technology, Infrastructure, Internet of Things, Marketplace, Robotics, SaaS, Venture Capital","Early Stage Venture, Seed",,
Moneta Ventures,VC - Small fund,United States,"Technology, Healthcare, Consumer Services, IT, Software, Internet, Information Services, Medical Technologies, Healthcare IT, Gaming","Early Stage, Early Stage: Start-up",,
Monstro.VC,VC - Small fund,United States,Information Technology,Early Stage,,
Monta Vista Capital,VC - Small fund,United States,"Technology, Software","Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Montage,VC - Small fund,United States,"Enterprise Software, SaaS, Video",Late Stage Venture,,
Montage Ventures,VC - Small fund,United States,"Business Services, Consumer Discretionary, Energy and Utilities, Food and Agriculture, Healthcare, Industrials, Real Estate","Early Stage, Early Stage: Start-up, Venture (General)",,
Moonshots Capital,VC - Small fund,United States,"Technology, Cybersecurity, Finance, SaaS","Early Stage Venture, Seed",,
Morado Venture Partners,VC - Small fund,United States,"Media, Internet, Network, Gaming","Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Mosaik Partners,VC - Small fund,United States,"Business Services, Consumer Discretionary, Healthcare, Industrials, Information Technology, Telecoms, Media, and Communications","Early Stage, Expansion / Late Stage, Growth, Venture (General)",,
Mosley Ventures,VC - Small fund,United States,"Technology, Communications, IT, Software, Internet, Digital Media, Wireless, Healthcare IT, IT Security",Early Stage: Start-up,,
Motus Ventures,VC - Small fund,United States,IT,"Early Stage, Early Stage: Seed, Early Stage: Start-up, Spin-Offs",,
Mucker Capital,VC - Small fund,United States,"Business Services, Information Technology, Telecoms, Media, Communications","Early Stage: Seed, Early Stage: Start-up, Spin-Offs, Venture (General)",,
Muse Capital,VC - Small fund,United States,"FinTech, Healthcare, Entertainment",Early Stage Venture,,
Nebraska Global,VC - Small fund,United States,Software,"Spin-Offs, Venture (General)",,
New Age Capital,VC - Small fund,United States,Technology,Venture (General),,
New Crop Capital,VC - Small fund,United States,"Agriculture, Food","Early Stage, Early Stage: Seed, Early Stage: Start-up",,
New Ground Ventures,VC - Small fund,United States,"Technology, Healthcare, Software, Internet, Leisure, Education / Training, Food","Early Stage, Early Stage: Start-up",,
New Market Ventures,VC - Small fund,United States,"Business Services, Consumer Discretionary, Healthcare, Information Technology","Early Stage, Expansion / Late Stage, Growth, Venture (General)",,
New Richmond Ventures,VC - Small fund,United States,Diversified,"Early Stage, Early Stage: Start-up, Expansion / Late Stage",,
NewSchools Venture Fund,VC - Small fund,United States,Education,"Debt, Early Stage Venture, Grant, Late Stage Venture, Private Equity, Seed",,
Next 10 Ventures,VC - Small fund,United States,"Digital Entertainment, Financial Services",Early Stage: Start-up,,
Next Coast Ventures,VC - Small fund,United States,"Technology, Retail, Software, Internet, Education / Training, Business Services, Digital Media, Wireless",Early Stage: Start-up,,
Next Frontier Capital,VC - Small fund,United States,"Technology, Healthcare, Software","Early Stage, Early Stage: Seed, Early Stage: Start-up, Expansion / Late Stage, Venture (General)",,
Next Level Ventures,VC - Small fund,United States,"Technology, Manufacturing, IT, Life Sciences, Biotechnology, Software, Computer Services, Biomedical, Business Services, Medical Devices, Medical Technologies, Clean Technology","Expansion / Late Stage, Growth",,
Next Wave Ventures,VC - Small fund,United States,"Technology, Healthcare, Consumer Products, Financial Services, Environmental Services, Agriculture, Energy, Education / Training, Food, Clean Technology","Early Stage: Seed, Early Stage: Start-up",,
NextGen Venture Partners,VC - Small fund,United States,"Consumer Products, Consumer Services, Software, Education / Training, Business Services, Digital Media, Network, IT Security, Telecom Media","Early Stage, Early Stage: Seed",,
NextView Ventures,VC - Small fund,United States,"Technology, IT, Software","Early Stage, Early Stage: Seed, Early Stage: Start-up",,
Nohovation,VC - Small fund,United States,Diversified,"Early Stage, Early Stage: Seed, Early Stage: Start-up",,
NoName Ventures,VC - Small fund,United States,Information Technology,"Early Stage, Early Stage: Seed, Early Stage: Start-up, Growth",,
Noro-Moseley Partners,VC - Small fund,United States,"Technology, Healthcare, Business Services","Early Stage Venture, Late Stage Venture, Seed",,
North Base Media,VC - Small fund,United States,Media,"Early Stage, Early Stage: Seed, Early Stage: Start-up, Growth, Venture (General)",,
Notation Capital,VC - Small fund,United States,Diversified,"Early Stage, Early Stage: Seed, Venture (General)",,
